states,year,quarter,brand,user_counts,percentage
andaman-&-nicobar-islands,2019,4,Oppo,2329,0.089714946070878
andaman-&-nicobar-islands,2019,4,Realme,1329,0.051194144838212
andaman-&-nicobar-islands,2019,4,OnePlus,1124,0.043297380585516
andaman-&-nicobar-islands,2019,4,Huawei,798,0.030739599383667
andaman-&-nicobar-islands,2019,4,Motorola,682,0.026271186440677
andaman-&-nicobar-islands,2019,4,Apple,678,0.026117103235747
andaman-&-nicobar-islands,2019,4,Lenovo,488,0.01879815100154
andaman-&-nicobar-islands,2019,4,Others,2183,0.084090909090909
andaman-&-nicobar-islands,2020,1,Xiaomi,6803,0.239812464749012
andaman-&-nicobar-islands,2020,1,Vivo,5880,0.207275803722504
andaman-&-nicobar-islands,2020,1,Samsung,5335,0.188064015792442
andaman-&-nicobar-islands,2020,1,Oppo,2557,0.090136773829667
andaman-&-nicobar-islands,2020,1,Realme,1511,0.053264241398759
andaman-&-nicobar-islands,2020,1,OnePlus,1184,0.041737168640721
andaman-&-nicobar-islands,2020,1,Huawei,891,0.031408629441624
andaman-&-nicobar-islands,2020,1,Apple,735,0.025909475465313
andaman-&-nicobar-islands,2020,1,Motorola,715,0.02520445572476
andaman-&-nicobar-islands,2020,1,Lenovo,500,0.017625493513818
andaman-&-nicobar-islands,2020,1,Others,2257,0.079561477721376
andaman-&-nicobar-islands,2020,2,Xiaomi,7805,0.238612045246102
andaman-&-nicobar-islands,2020,2,Vivo,7122,0.217731580556404
andaman-&-nicobar-islands,2020,2,Samsung,6030,0.18434729440538
andaman-&-nicobar-islands,2020,2,Oppo,2976,0.090981351268725
andaman-&-nicobar-islands,2020,2,Realme,1761,0.053836747172118
andaman-&-nicobar-islands,2020,2,OnePlus,1271,0.038856618771018
andaman-&-nicobar-islands,2020,2,Huawei,1005,0.030724549067563
andaman-&-nicobar-islands,2020,2,Apple,792,0.024212778966676
andaman-&-nicobar-islands,2020,2,Motorola,779,0.023815346988688
andaman-&-nicobar-islands,2020,2,Lenovo,552,0.016875573219199
andaman-&-nicobar-islands,2020,2,Others,2617,0.080006114338122
andaman-&-nicobar-islands,2020,3,Xiaomi,9794,0.236942058787952
andaman-&-nicobar-islands,2020,3,Vivo,9556,0.231184226442482
andaman-&-nicobar-islands,2020,3,Samsung,7572,0.183186161848312
andaman-&-nicobar-islands,2020,3,Oppo,3730,0.090238296842869
andaman-&-nicobar-islands,2020,3,Realme,2285,0.055280029031087
andaman-&-nicobar-islands,2020,3,OnePlus,1440,0.034837304947381
andaman-&-nicobar-islands,2020,3,Huawei,1213,0.029345590903592
andaman-&-nicobar-islands,2020,3,Motorola,907,0.021942663602274
andaman-&-nicobar-islands,2020,3,Apple,870,0.021047538405709
andaman-&-nicobar-islands,2020,3,Lenovo,606,0.014660699165356
andaman-&-nicobar-islands,2020,3,Others,3362,0.081335430022982
andaman-&-nicobar-islands,2020,4,Xiaomi,12398,0.236621116115734
andaman-&-nicobar-islands,2020,4,Vivo,12275,0.234273608672417
andaman-&-nicobar-islands,2020,4,Samsung,9938,0.189670967249408
andaman-&-nicobar-islands,2020,4,Oppo,4723,0.090140468738071
andaman-&-nicobar-islands,2020,4,Realme,2996,0.057179937399801
andaman-&-nicobar-islands,2020,4,OnePlus,1638,0.03126192839148
andaman-&-nicobar-islands,2020,4,Huawei,1472,0.028093747614321
andaman-&-nicobar-islands,2020,4,Motorola,1032,0.019696160012214
andaman-&-nicobar-islands,2020,4,Apple,973,0.018570119856477
andaman-&-nicobar-islands,2020,4,Lenovo,708,0.013512481868844
andaman-&-nicobar-islands,2020,4,Others,4243,0.080979464081227
andaman-&-nicobar-islands,2021,1,Vivo,13812,0.23913570414488
andaman-&-nicobar-islands,2021,1,Xiaomi,13714,0.237438969493403
andaman-&-nicobar-islands,2021,1,Samsung,10861,0.188043214792755
andaman-&-nicobar-islands,2021,1,Oppo,5158,0.089303646248138
andaman-&-nicobar-islands,2021,1,Realme,3419,0.05919526299387
andaman-&-nicobar-islands,2021,1,OnePlus,1773,0.030697046296616
andaman-&-nicobar-islands,2021,1,Huawei,1575,0.027268949755877
andaman-&-nicobar-islands,2021,1,Motorola,1062,0.018387063263963
andaman-&-nicobar-islands,2021,1,Apple,1056,0.018283181550607
andaman-&-nicobar-islands,2021,1,Tecno,796,0.013781640638526
andaman-&-nicobar-islands,2021,1,Others,4532,0.078465320821358
andaman-&-nicobar-islands,2021,2,Vivo,15056,0.242467187374184
andaman-&-nicobar-islands,2021,2,Xiaomi,14788,0.238151219904984
andaman-&-nicobar-islands,2021,2,Samsung,11476,0.184813592076656
andaman-&-nicobar-islands,2021,2,Oppo,5456,0.08786536758193
andaman-&-nicobar-islands,2021,2,Realme,4034,0.064964973025203
andaman-&-nicobar-islands,2021,2,OnePlus,1981,0.03190272968838
andaman-&-nicobar-islands,2021,2,Huawei,1559,0.025106691360012
andaman-&-nicobar-islands,2021,2,Apple,1153,0.018568322731298
andaman-&-nicobar-islands,2021,2,Motorola,1054,0.016973991464691
andaman-&-nicobar-islands,2021,2,Tecno,974,0.015685642966422
andaman-&-nicobar-islands,2021,2,Others,4564,0.073500281826234
andaman-&-nicobar-islands,2021,3,Vivo,16411,0.245006121047445
andaman-&-nicobar-islands,2021,3,Xiaomi,15938,0.237944522409005
andaman-&-nicobar-islands,2021,3,Samsung,12028,0.179570630915768
andaman-&-nicobar-islands,2021,3,Oppo,5853,0.087381684631692
andaman-&-nicobar-islands,2021,3,Realme,4808,0.071780478337463
andaman-&-nicobar-islands,2021,3,OnePlus,2306,0.034427159535397
andaman-&-nicobar-islands,2021,3,Huawei,1567,0.023394344749335
andaman-&-nicobar-islands,2021,3,Apple,1283,0.019154399689468
andaman-&-nicobar-islands,2021,3,Tecno,1178,0.017586814368039
andaman-&-nicobar-islands,2021,3,Motorola,1017,0.015183183541847
andaman-&-nicobar-islands,2021,3,Others,4593,0.068570660774536
andaman-&-nicobar-islands,2021,4,Vivo,17597,0.245151852883811
andaman-&-nicobar-islands,2021,4,Xiaomi,16968,0.236388966285873
andaman-&-nicobar-islands,2021,4,Samsung,12574,0.17517414321538
andaman-&-nicobar-islands,2021,4,Oppo,6127,0.085358038450821
andaman-&-nicobar-islands,2021,4,Realme,5830,0.081220395653385
andaman-&-nicobar-islands,2021,4,OnePlus,2691,0.037489551407077
andaman-&-nicobar-islands,2021,4,Apple,1490,0.020757871273335
andaman-&-nicobar-islands,2021,4,Huawei,1459,0.020325996099191
andaman-&-nicobar-islands,2021,4,Tecno,1417,0.019740874895514
andaman-&-nicobar-islands,2021,4,Motorola,1055,0.014697687378099
andaman-&-nicobar-islands,2021,4,Others,4572,0.063694622457509
andaman-&-nicobar-islands,2022,1,Vivo,18688,0.24496644295302
andaman-&-nicobar-islands,2022,1,Xiaomi,17957,0.235384333053691
andaman-&-nicobar-islands,2022,1,Samsung,12955,0.169817009228187
andaman-&-nicobar-islands,2022,1,Realme,6769,0.088729551174496
andaman-&-nicobar-islands,2022,1,Oppo,6461,0.084692218959731
andaman-&-nicobar-islands,2022,1,OnePlus,3005,0.039390205536912
andaman-&-nicobar-islands,2022,1,Tecno,1770,0.023201552013422
andaman-&-nicobar-islands,2022,1,Apple,1634,0.021418833892617
andaman-&-nicobar-islands,2022,1,Huawei,1441,0.018888947147651
andaman-&-nicobar-islands,2022,1,Motorola,1050,0.013763632550335
andaman-&-nicobar-islands,2022,1,Others,4558,0.059747273489932
andhra-pradesh,2018,1,Xiaomi,836581,0.250739858232552
andhra-pradesh,2018,1,Samsung,683687,0.204914504937883
andhra-pradesh,2018,1,Vivo,425959,0.127668330111345
andhra-pradesh,2018,1,Oppo,304487,0.091260771178947
andhra-pradesh,2018,1,Realme,236646,0.070927482803578
andhra-pradesh,2018,1,Motorola,129739,0.038885342205038
andhra-pradesh,2018,1,OnePlus,129421,0.038790031320715
andhra-pradesh,2018,1,Apple,123274,0.036947653943562
andhra-pradesh,2018,1,Lenovo,84138,0.025217821337049
andhra-pradesh,2018,1,Huawei,76654,0.022974718638073
andhra-pradesh,2018,1,Others,305864,0.091673485291252
andhra-pradesh,2018,2,Xiaomi,1113800,0.252990319224811
andhra-pradesh,2018,2,Samsung,903290,0.205174740036433
andhra-pradesh,2018,2,Vivo,586965,0.13332417195528
andhra-pradesh,2018,2,Oppo,410549,0.093252758634788
andhra-pradesh,2018,2,Realme,305964,0.069497153915694
andhra-pradesh,2018,2,Motorola,169847,0.038579320119749
andhra-pradesh,2018,2,OnePlus,155418,0.035301893906699
andhra-pradesh,2018,2,Apple,151847,0.034490771236604
andhra-pradesh,2018,2,Lenovo,107441,0.024404321141886
andhra-pradesh,2018,2,Huawei,102929,0.023379458221844
andhra-pradesh,2018,2,Others,394490,0.089605091606209
andhra-pradesh,2018,3,Xiaomi,1385112,0.255197078202091
andhra-pradesh,2018,3,Samsung,1103186,0.203254208983426
andhra-pradesh,2018,3,Vivo,761793,0.140354966092854
andhra-pradesh,2018,3,Oppo,518120,0.095459941259672
andhra-pradesh,2018,3,Realme,379712,0.069959247308717
andhra-pradesh,2018,3,Motorola,203756,0.037540600230266
andhra-pradesh,2018,3,OnePlus,181364,0.033415032785106
andhra-pradesh,2018,3,Apple,175343,0.032305706169024
andhra-pradesh,2018,3,Huawei,134429,0.024767591375736
andhra-pradesh,2018,3,Lenovo,122489,0.022567730921323
andhra-pradesh,2018,3,Others,462313,0.08517789667178
andhra-pradesh,2018,4,Xiaomi,1753802,0.255752865258583
andhra-pradesh,2018,4,Samsung,1388061,0.202417706162779
andhra-pradesh,2018,4,Vivo,1011185,0.147458755923702
andhra-pradesh,2018,4,Oppo,675093,0.098447241516438
andhra-pradesh,2018,4,Realme,476746,0.069522759981211
andhra-pradesh,2018,4,Motorola,250601,0.036544560780901
andhra-pradesh,2018,4,OnePlus,210161,0.030647289668736
andhra-pradesh,2018,4,Apple,209737,0.030585458735216
andhra-pradesh,2018,4,Huawei,176237,0.025700231676424
andhra-pradesh,2018,4,Lenovo,149583,0.021813340869707
andhra-pradesh,2018,4,Others,556203,0.081109789426297
andhra-pradesh,2019,1,Xiaomi,2110547,0.254804075663716
andhra-pradesh,2019,1,Samsung,1688342,0.203831718845507
andhra-pradesh,2019,1,Vivo,1262871,0.152465061350215
andhra-pradesh,2019,1,Oppo,835541,0.100873968778774
andhra-pradesh,2019,1,Realme,564832,0.068191561555032
andhra-pradesh,2019,1,Motorola,291830,0.035232322900623
andhra-pradesh,2019,1,Apple,241108,0.029108710242002
andhra-pradesh,2019,1,OnePlus,237269,0.028645231889483
andhra-pradesh,2019,1,Huawei,220082,0.02657026381323
andhra-pradesh,2019,1,Lenovo,171471,0.020701509920477
andhra-pradesh,2019,1,Others,659126,0.079575575040936
andhra-pradesh,2019,2,Xiaomi,2389374,0.254486445472431
andhra-pradesh,2019,2,Samsung,1914378,0.203895770402885
andhra-pradesh,2019,2,Vivo,1466695,0.156214136900371
andhra-pradesh,2019,2,Oppo,963352,0.102604291424765
andhra-pradesh,2019,2,Realme,641519,0.068326637024186
andhra-pradesh,2019,2,Motorola,324778,0.034591319227398
andhra-pradesh,2019,2,Apple,264860,0.028209597973288
andhra-pradesh,2019,2,OnePlus,254273,0.027082002210458
andhra-pradesh,2019,2,Huawei,250859,0.026718385328026
andhra-pradesh,2019,2,Lenovo,189151,0.020146015503456
andhra-pradesh,2019,2,Others,729764,0.07772539853273
andhra-pradesh,2019,3,Xiaomi,2656468,0.25399617332682
andhra-pradesh,2019,3,Samsung,2123659,0.203052044839637
andhra-pradesh,2019,3,Vivo,1674109,0.160068662499224
andhra-pradesh,2019,3,Oppo,1087660,0.103995786089141
andhra-pradesh,2019,3,Realme,727964,0.069603725819277
andhra-pradesh,2019,3,Motorola,348910,0.033360765059266
andhra-pradesh,2019,3,Apple,286412,0.0273850661837
andhra-pradesh,2019,3,Huawei,282587,0.027019341709332
andhra-pradesh,2019,3,OnePlus,271100,0.025921020915328
andhra-pradesh,2019,3,Lenovo,194180,0.018566373446471
andhra-pradesh,2019,3,Others,805644,0.077031040111799
andhra-pradesh,2019,4,Xiaomi,2985953,0.253953283937252
andhra-pradesh,2019,4,Samsung,2379139,0.202344163485892
andhra-pradesh,2019,4,Vivo,1922141,0.163476792548454
andhra-pradesh,2019,4,Oppo,1241235,0.10556619758846
andhra-pradesh,2019,4,Realme,844668,0.071838442345446
andhra-pradesh,2019,4,Motorola,381692,0.032462646549553
andhra-pradesh,2019,4,Huawei,317290,0.026985299989802
andhra-pradesh,2019,4,Apple,308354,0.026225299231162
andhra-pradesh,2019,4,OnePlus,286412,0.024359146965486
andhra-pradesh,2019,4,Lenovo,208785,0.017757023096759
andhra-pradesh,2019,4,Others,882214,0.075031704261728
andhra-pradesh,2020,1,Xiaomi,3307542,0.25399529721104
andhra-pradesh,2020,1,Samsung,2622762,0.201409147247056
andhra-pradesh,2020,1,Vivo,2165012,0.166257258836159
andhra-pradesh,2020,1,Oppo,1387060,0.106516173324343
andhra-pradesh,2020,1,Realme,960418,0.073753154262843
andhra-pradesh,2020,1,Motorola,411062,0.031566587774898
andhra-pradesh,2020,1,Huawei,348324,0.026748763252511
andhra-pradesh,2020,1,Apple,329329,0.025290084671703
andhra-pradesh,2020,1,OnePlus,298911,0.022954202330506
andhra-pradesh,2020,1,Lenovo,227154,0.01744378385601
andhra-pradesh,2020,1,Others,964486,0.074065547232926
andhra-pradesh,2020,2,Xiaomi,3635594,0.253888024693297
andhra-pradesh,2020,2,Samsung,2888149,0.201690960164947
andhra-pradesh,2020,2,Vivo,2409399,0.168257938814952
andhra-pradesh,2020,2,Oppo,1535129,0.107204178865791
andhra-pradesh,2020,2,Realme,1072165,0.074873556837009
andhra-pradesh,2020,2,Motorola,445380,0.031102661198665
andhra-pradesh,2020,2,Huawei,379220,0.026482444608554
andhra-pradesh,2020,2,Apple,348938,0.024367731809555
andhra-pradesh,2020,2,OnePlus,309208,0.021593227499925
andhra-pradesh,2020,2,Lenovo,243288,0.016989771066731
andhra-pradesh,2020,2,Others,1053205,0.073549504440568
andhra-pradesh,2020,3,Xiaomi,3978789,0.253548707161203
andhra-pradesh,2020,3,Samsung,3154020,0.200990224251795
andhra-pradesh,2020,3,Vivo,2687996,0.1712928005618
andhra-pradesh,2020,3,Oppo,1695723,0.108060109333145
andhra-pradesh,2020,3,Realme,1207622,0.076955826719996
andhra-pradesh,2020,3,Motorola,477313,0.030416816287879
andhra-pradesh,2020,3,Huawei,408520,0.026032975824929
andhra-pradesh,2020,3,Apple,370327,0.023599123270142
andhra-pradesh,2020,3,OnePlus,322028,0.020521264904901
andhra-pradesh,2020,3,Lenovo,260912,0.016626641996558
andhra-pradesh,2020,3,Others,1129155,0.071955509687648
andhra-pradesh,2020,4,Xiaomi,4325662,0.253309843050988
andhra-pradesh,2020,4,Samsung,3419866,0.200266622707786
andhra-pradesh,2020,4,Vivo,2950572,0.172784866277263
andhra-pradesh,2020,4,Oppo,1856052,0.108690008792751
andhra-pradesh,2020,4,Realme,1361491,0.079728622237551
andhra-pradesh,2020,4,Motorola,506158,0.029640504398864
andhra-pradesh,2020,4,Huawei,437125,0.025597946659647
andhra-pradesh,2020,4,Apple,394191,0.023083740787447
andhra-pradesh,2020,4,OnePlus,336518,0.019706422222502
andhra-pradesh,2020,4,Lenovo,276671,0.016201794681775
andhra-pradesh,2020,4,Others,1212259,0.070989628183419
andhra-pradesh,2021,1,Xiaomi,4644641,0.252924664064762
andhra-pradesh,2021,1,Samsung,3635596,0.197976958170759
andhra-pradesh,2021,1,Vivo,3245151,0.176715213622415
andhra-pradesh,2021,1,Oppo,2010506,0.109482423862294
andhra-pradesh,2021,1,Realme,1531645,0.083405971977484
andhra-pradesh,2021,1,Motorola,518115,0.028214034695451
andhra-pradesh,2021,1,Huawei,455604,0.024809988252388
andhra-pradesh,2021,1,Apple,421002,0.022925730841327
andhra-pradesh,2021,1,OnePlus,355922,0.019381789094842
andhra-pradesh,2021,1,Lenovo,277980,0.015137445093543
andhra-pradesh,2021,1,Others,1267571,0.06902578032473
andhra-pradesh,2021,2,Xiaomi,4937684,0.251654243267576
andhra-pradesh,2021,2,Samsung,3798250,0.193581794519671
andhra-pradesh,2021,2,Vivo,3572140,0.182057861245442
andhra-pradesh,2021,2,Oppo,2173037,0.110751109594588
andhra-pradesh,2021,2,Realme,1817804,0.092646287212541
andhra-pradesh,2021,2,Motorola,503072,0.025639592057552
andhra-pradesh,2021,2,Apple,450689,0.022969837527881
andhra-pradesh,2021,2,Huawei,440324,0.022441574432983
andhra-pradesh,2021,2,OnePlus,394851,0.02012399529991
andhra-pradesh,2021,2,Lenovo,261201,0.013312382889576
andhra-pradesh,2021,2,Others,1271853,0.064821321952274
andhra-pradesh,2021,3,Xiaomi,5256707,0.249607429247758
andhra-pradesh,2021,3,Vivo,3981492,0.189055616508683
andhra-pradesh,2021,3,Samsung,3911188,0.1857173287354
andhra-pradesh,2021,3,Oppo,2382363,0.113123197462779
andhra-pradesh,2021,3,Realme,2134616,0.10135927533932
andhra-pradesh,2021,3,Motorola,486971,0.023123141432118
andhra-pradesh,2021,3,Apple,480993,0.02283928440679
andhra-pradesh,2021,3,OnePlus,459011,0.021795499674309
andhra-pradesh,2021,3,Huawei,435214,0.020665532188237
andhra-pradesh,2021,3,Lenovo,245241,0.011644928194808
andhra-pradesh,2021,3,Others,1286102,0.061068766809791
andhra-pradesh,2021,4,Xiaomi,5518238,0.245374666909807
andhra-pradesh,2021,4,Vivo,4381023,0.194807121285672
andhra-pradesh,2021,4,Samsung,4017419,0.178639059961192
andhra-pradesh,2021,4,Oppo,2580845,0.114760179285641
andhra-pradesh,2021,4,Realme,2528884,0.112449674905928
andhra-pradesh,2021,4,Apple,544986,0.024233416213745
andhra-pradesh,2021,4,OnePlus,525373,0.023361302082006
andhra-pradesh,2021,4,Motorola,474422,0.021095708489681
andhra-pradesh,2021,4,Huawei,409934,0.018228176947968
andhra-pradesh,2021,4,Lenovo,224391,0.009977798507885
andhra-pradesh,2021,4,Others,1283514,0.057072895410468
andhra-pradesh,2022,1,Xiaomi,5743382,0.240732408244111
andhra-pradesh,2022,1,Vivo,4772765,0.200049241445755
andhra-pradesh,2022,1,Samsung,4124296,0.172868826832614
andhra-pradesh,2022,1,Realme,2864092,0.120047693953265
andhra-pradesh,2022,1,Oppo,2780974,0.116563823942802
andhra-pradesh,2022,1,Apple,594003,0.024897485957616
andhra-pradesh,2022,1,OnePlus,580737,0.024341444912851
andhra-pradesh,2022,1,Motorola,463652,0.019433856662711
andhra-pradesh,2022,1,Huawei,401477,0.016827807216135
andhra-pradesh,2022,1,Lenovo,222586,0.00932963606137
andhra-pradesh,2022,1,Others,1309987,0.054907774770767
arunachal-pradesh,2018,1,Xiaomi,5212,0.242474994184694
arunachal-pradesh,2018,1,Samsung,4354,0.202558734589439
arunachal-pradesh,2018,1,Vivo,3523,0.163898581065364
arunachal-pradesh,2018,1,Oppo,2608,0.121330541986508
arunachal-pradesh,2018,1,Realme,1297,0.060339613863689
arunachal-pradesh,2018,1,Apple,628,0.029216096766689
arunachal-pradesh,2018,1,Gionee,563,0.026192137706443
arunachal-pradesh,2018,1,Lenovo,420,0.0195394277739
arunachal-pradesh,2018,1,OnePlus,403,0.018748546173528
arunachal-pradesh,2018,1,Motorola,343,0.015957199348685
arunachal-pradesh,2018,1,Others,2144,0.099744126541056
arunachal-pradesh,2018,2,Xiaomi,8058,0.245050634066234
arunachal-pradesh,2018,2,Samsung,6633,0.20171517197336
arunachal-pradesh,2018,2,Vivo,5591,0.170027065657026
arunachal-pradesh,2018,2,Oppo,4204,0.127847215886628
arunachal-pradesh,2018,2,Realme,1943,0.059088282699267
arunachal-pradesh,2018,2,Apple,869,0.026427029164005
arunachal-pradesh,2018,2,Gionee,730,0.022199920931788
arunachal-pradesh,2018,2,Lenovo,581,0.017668704193656
arunachal-pradesh,2018,2,OnePlus,554,0.016847611227686
arunachal-pradesh,2018,2,Motorola,514,0.015631177204026
arunachal-pradesh,2018,2,Others,3206,0.09749718699632
arunachal-pradesh,2018,3,Xiaomi,11250,0.244980619311005
arunachal-pradesh,2018,3,Samsung,9307,0.202669744349113
arunachal-pradesh,2018,3,Vivo,8226,0.179129828840207
arunachal-pradesh,2018,3,Oppo,5992,0.130482121858804
arunachal-pradesh,2018,3,Realme,2676,0.058272723313444
arunachal-pradesh,2018,3,Apple,1153,0.025107791472496
arunachal-pradesh,2018,3,Gionee,1024,0.022298680371063
arunachal-pradesh,2018,3,OnePlus,740,0.016114280736901
arunachal-pradesh,2018,3,Motorola,722,0.015722311746004
arunachal-pradesh,2018,3,Lenovo,629,0.013697138626366
arunachal-pradesh,2018,3,Others,4203,0.091524759374591
arunachal-pradesh,2018,4,Xiaomi,15097,0.244082648903834
arunachal-pradesh,2018,4,Samsung,12580,0.20338873439824
arunachal-pradesh,2018,4,Vivo,11624,0.18793248399405
arunachal-pradesh,2018,4,Oppo,8328,0.134643988876673
arunachal-pradesh,2018,4,Realme,3613,0.058413632542197
arunachal-pradesh,2018,4,Apple,1517,0.024526288559787
arunachal-pradesh,2018,4,Gionee,1188,0.019207139623617
arunachal-pradesh,2018,4,Motorola,944,0.01526223889284
arunachal-pradesh,2018,4,OnePlus,896,0.014486192847442
arunachal-pradesh,2018,4,Lenovo,831,0.013435297160964
arunachal-pradesh,2018,4,Others,5234,0.084621354200349
arunachal-pradesh,2019,1,Xiaomi,18809,0.244409215535948
arunachal-pradesh,2019,1,Samsung,15537,0.201891965643151
arunachal-pradesh,2019,1,Vivo,14892,0.193510661798147
arunachal-pradesh,2019,1,Oppo,10738,0.139532466182413
arunachal-pradesh,2019,1,Realme,4413,0.057343711423262
arunachal-pradesh,2019,1,Apple,1870,0.024299284015749
arunachal-pradesh,2019,1,Gionee,1310,0.017022493080551
arunachal-pradesh,2019,1,Motorola,1137,0.014774484452356
arunachal-pradesh,2019,1,OnePlus,1114,0.014475616253232
arunachal-pradesh,2019,1,Huawei,972,0.012630429980378
arunachal-pradesh,2019,1,Others,6165,0.080109671634809
arunachal-pradesh,2019,2,Xiaomi,23326,0.243270584554414
arunachal-pradesh,2019,2,Samsung,19719,0.205652604682692
arunachal-pradesh,2019,2,Vivo,18958,0.197716013975074
